city_type,open_formats,id,days_between_start_and_last_update,days_since_last_update,format_count,latitude,category_score,days_since_start,open_license_and_format_count,category_count,portal,dataset_score,open_formats_datasets,datasets,name,created_at,longitude,contact_email,contact_person,category_variance,open_datasets,dataset_rank,formats_rank,last_update_rank,category_rank,category_variance_rank,dataset_score_rank,category_score_rank,dataset_rank_std,formats_rank_std,last_update_rank_std,category_rank_std,category_variance_rank_std,dataset_score_rank_std,category_score_rank_std,overall_rank_data,overall_rank
Stadt,0,iserlohn,,,0,51.3728716,0,,0,0,,0,0,0,Iserlohn,2015-01-05T17:19:52.039490,7.7001689,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,kaiserslautern,,1003,2,49.4432174,0.5,,0,10,,0,0,23,Kaiserslautern,2015-01-05T17:19:34.492846,7.7689951,,,3.333333333333333333333333333,18,43,21,45,20,38,50,5,48.31460674157303370786516854,29.57746478873239436619718310,63.38028169014084507042253521,23.25581395348837209302325581,44.18604651162790697674418605,100,13.88888888888888888888888889,60.04782345029735049167730236,45
Stadt,0,kaltenkirchen,,,0,53.8371714,0,,0,0,,0,0,0,Kaltenkirchen,2015-01-05T17:19:39.793731,9.9614889,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,karlsruhe,,,0,49.0105758,0.5,,0,11,,0,0,4,Karlsruhe,2015-01-05T17:19:32.814555,8.4041208,,,0.09090909090909090909090909095,0,62,71,71,15,9,50,5,69.66292134831460674157303371,100,100,17.44186046511627906976744186,10.46511627906976744186046512,100,13.88888888888888888888888889,62.18593037772552082848244557,50
Stadt,0,kassel,,,0,51.3090209,0,,0,0,,0,0,0,Kassel,2015-01-05T17:19:41.860209,9.4762981,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,132,kerpen,,28,1,50.873,0,,0,4,,2,0,16,Kerpen,2018-01-13T13:34:16.178450,6.689,,,28.66666666666666666666666667,16,46,35,19,48,47,2,36,51.68539325842696629213483146,49.29577464788732394366197183,26.76056338028169014084507042,55.81395348837209302325581395,54.65116279069767441860465116,4.00,100,41.55972832027440469598344689,22
Landeshauptstadt,0,kiel,,,0,54.3418225,0,,0,0,,0,0,0,Kiel,2015-01-05T17:19:42.702171,10.14440233,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,koblenz,,28,2,50.34624975,0.5,,0,8,,0,0,53,Koblenz,2015-01-05T17:19:19.203538,7.58400984250468,,,390.6964285714285714285714286,21,33,21,19,24,64,50,5,37.07865168539325842696629213,29.57746478873239436619718310,26.76056338028169014084507042,27.90697674418604651162790698,74.41860465116279069767441860,100,13.88888888888888888888888889,61.86068388965153117725125217,49
Stadt,1094,koeln,,0,10,50.9577031,0.5,,0,13,http://offenedaten-koeln.de,1.4783393501805053,0,277,Köln,2015-01-05T17:19:28.476122,6.95495255522418,,,382.6923076923076923076923077,251,15,2,1,5,62,10,5,16.85393258426966292134831461,2.816901408450704225352112676,1.408450704225352112676056338,5.813953488372093023255813953,72.09302325581395348837209302,20.0,13.88888888888888888888888889,23.77908980462924488074559346,7
Stadt,0,koenigsee,,,0,50.6720312,0,,0,0,,0,0,0,Königsee,2015-01-05T17:19:44.681366,11.09981911,,Volker Stein - Bürgermeister,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,11,krefeld,,0,6,51.3454,0.5,,0,11,,1.28125,0,48,Krefeld,2017-10-16T12:37:28.913136,6.5920,,,38.87272727272727272727272725,48,35,11,1,15,48,11,5,39.32584269662921348314606742,15.49295774647887323943661972,1.408450704225352112676056338,17.44186046511627906976744186,55.81395348837209302325581395,22.00,13.88888888888888888888888889,25.59961851648753894716485420,8
Stadt,0,laupheim,,,0,48.2305342,0,,0,0,,0,0,0,Laupheim,2015-01-05T17:19:52.478588,9.8771587,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,7,leipzig,,28,8,51.340462,0.5,,0,7,,0,0,697,Leipzig,2015-01-05T17:19:29.676391,12.3747049,,,388.2380952380952380952380952,639,3,8,19,31,63,50,5,3.370786516853932584269662921,11.26760563380281690140845070,26.76056338028169014084507042,36.04651162790697674418604651,73.25581395348837209302325581,100,13.88888888888888888888888889,57.80696255458600323178260967,42
Stadt,0,leverkusen,,,0,51.0324743,0,,0,0,,0,0,0,Leverkusen,2015-01-05T17:19:45.569760,6.9881194,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,ludwigsburg,,,0,48.8955078,0,,0,0,,0,0,0,Ludwigsburg,2015-01-05T17:19:43.801874,9.1895802,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Hansestadt,0,lueneburg,,,0,53.2486018,0,,0,0,,0,0,0,Lüneburg,2015-01-05T17:19:43.651072,10.4076954,,"Suzanne Moenck, Daniel Steinmeie",,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,luenen,,,0,51.6140848,0,,0,0,,0,0,0,Lünen,2015-01-05T17:19:51.465260,7.5239978,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Landeshauptstadt,0,magdeburg,,,0,52.1261437,0,,0,0,,0,0,0,Magdeburg,2015-01-05T17:19:42.946806,11.6289301,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,mainz,,28,2,49.9999952,0.5,,0,12,,0,0,291,Mainz,2015-01-05T17:19:32.237020,8.2710237,,,5954.333333333333333333333329,152,13,21,19,9,76,50,5,14.60674157303370786516853933,29.57746478873239436619718310,26.76056338028169014084507042,10.46511627906976744186046512,88.37209302325581395348837209,100,13.88888888888888888888888889,60.83442311097371540534272973,46
Stadt,0,marl,,,0,51.6555514,0,,0,0,,0,0,0,Marl,2015-01-05T17:19:43.949930,7.0968119,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,marxzell,,,0,48.8617614,0,,0,1,,0,0,1,Marxzell,2015-01-05T17:19:27.245827,8.4488303,,gemeinde@marxzell.de,1,0,73,71,71,70,18,50,36,82.02247191011235955056179775,100,100,81.39534883720930232558139535,20.93023255813953488372093023,100,100,85.41154951659263575472150499,80
Stadt,117,meerbusch,,0,4,51.2851,0.5,,0,8,,1,0,42,Meerbusch,2017-11-27T13:09:44.401376,6.62494,,,16.125000,42,37,17,1,24,44,13,5,41.57303370786516853932584270,23.94366197183098591549295775,1.408450704225352112676056338,27.90697674418604651162790698,51.16279069767441860465116279,26.00,13.88888888888888888888888889,27.67245422422757747550132095,10
Stadt,11,mittenwalde,,642,4,52.2653762,0,,0,1,,1,0,7,Stadt Mittenwalde,2015-08-29T22:11:51.127238,13.536654,,,1,7,58,17,44,70,18,13,36,65.16853932584269662921348315,23.94366197183098591549295775,61.97183098591549295774647887,81.39534883720930232558139535,20.93023255813953488372093023,26.00,100,48.42193090605299135291233269,25
Stadt,0,modautal,,,0,49.7606,0,,0,0,,0,0,0,Modautal,2015-01-05T17:19:39.042372,8.72083,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,344,moers,,0,9,51.4512826,0.5,,0,11,http://offenedaten.moers.de,1.5951612903225807,0,310,Moers,2015-01-05T17:19:24.709466,6.6284302,,Claus Arndt,466.890909090909090909090909,299,12,5,1,15,66,8,5,13.48314606741573033707865169,7.042253521126760563380281690,1.408450704225352112676056338,17.44186046511627906976744186,76.74418604651162790697674419,16.00,13.88888888888888888888888889,23.33234852601951481498934174,5
Stadt,0,monheim-bayern,,,0,48.8423558,0,,0,0,,0,0,0,"Monheim, St",2015-01-05T17:19:53.496089,10.8562708,,Bürgermeister Herrn Georg Vellinger,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,muelheim-ruhr,,3,1,51.4110583,0,,0,0,,0.09523809523809523,0,21,Mülheim an der Ruhr,2015-01-05T17:19:41.434366,6.880751937,,,,0,45,35,18,86,86,48,36,50.56179775280898876404494382,49.29577464788732394366197183,25.35211267605633802816901408,100,100,96.00,100,87.18857414147808542715538771,87
Landeshauptstadt,112,muenchen,,0,6,48.1372719,0.5,,0,12,http://www.opengov-muenchen.de,1.7336065573770492,0,122,München,2015-01-05T17:19:10.861727,11.5754815,,Dr. Daniela Rothenhöfer,132.9090909090909090909090909,107,24,11,1,9,55,6,5,26.96629213483146067415730337,15.49295774647887323943661972,1.408450704225352112676056338,10.46511627906976744186046512,63.95348837209302325581395349,12.00,13.88888888888888888888888889,21.23575648356357726455260667,3
Stadt,0,muenster,,1134,1,51.9625101,0,,0,4,http://www.muenster.de/stadt/katasteramt/geodatenmanagement.html,0.375,0,4,Münster,2015-01-05T17:19:11.848779,7.6251879,,,0.2500,0,62,35,61,48,10,45,36,69.66292134831460674157303371,49.29577464788732394366197183,85.91549295774647887323943662,55.81395348837209302325581395,11.62790697674418604651162791,90.0,100,74.26173923604338733412692044,57
Stadt,0,neu-wulmstorf,,1134,1,53.4667,0,,0,2,,0.5,0,8,Neu Wulmstorf,2015-01-05T17:19:29.991534,9.8,,,18,0,57,35,61,58,45,41,36,64.04494382022471910112359551,49.29577464788732394366197183,85.91549295774647887323943662,67.44186046511627906976744186,52.32558139534883720930232558,82.00,100,77.18598799486230514436088791,59
Kreisstadt,0,neuwied,,1003,1,50.4302589,0.5,,0,7,,1,0,10,Neuwied,2015-01-05T17:19:12.081691,7.4663112,,,0.6190476190476190476190476192,10,50,35,45,31,14,13,5,56.17977528089887640449438202,49.29577464788732394366197183,63.38028169014084507042253521,36.04651162790697674418604651,16.27906976744186046511627907,26.00,13.88888888888888888888888889,28.67374416928070314170325853,13
Stadt,0,nidderau,,,0,50.2282472,0,,0,0,,0,0,0,Nidderau,2015-01-05T17:19:46.673381,8.875167,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,nk-se,,,0,50.8574489,0,,0,0,,0,0,0,Neunkirchen-Seelscheid,2015-01-05T17:19:47.321013,7.345326105,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,nuernberg,,,0,49.4538723,0,,0,4,,0,0,11,Nürnberg,2015-01-05T17:19:26.994984,11.0772978,,,14.91666666666666666666666667,0,48,71,71,48,42,50,36,53.93258426966292134831460674,100,100,55.81395348837209302325581395,48.83720930232558139534883721,100,100,85.50953749673373806427701683,85
Stadt,0,oberkirch,,,0,48.5307122,0,,0,0,,0,0,0,Oberkirch,2015-01-05T17:19:45.276843,8.0783998,,OB Matthias Braun,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,oberviechtach,,,0,49.4603475,0,,0,0,,0,0,0,"Oberviechtach, St",2015-01-05T17:19:44.229984,12.4190177,,Ersten Bürgermeister Heinz Weigl,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,oerlenbach,,,0,50.1582555,0,,0,0,,0,0,0,Oerlenbach,2015-01-05T17:19:47.154852,6.3835071,,Bürgermeister Herrn Siegfried Erhard,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,5,paderborn,,1695,1,51.719444444444,0,,0,1,,1,0,1,Stadt Paderborn,2015-08-29T22:11:51.531266,8.7572222222222,,,1,0,73,35,70,70,18,13,36,82.02247191011235955056179775,49.29577464788732394366197183,98.59154929577464788732394366,81.39534883720930232558139535,20.93023255813953488372093023,26.00,100,53.20591571377573255849899224,38
Stadt,0,potsdam,,,0,52.42822535,0,,0,5,,0,0,4,Potsdam,2015-01-05T17:19:20.346492,13.02407591,,,0.30,0,62,71,71,39,11,50,36,69.66292134831460674157303371,100,100,45.34883720930232558139534884,12.79069767441860465116279070,100,100,81.15233864645937197825464457,69
Stadt,0,puchheim,,,0,48.1580241,0,,0,0,,0,0,0,"Puchheim, St",2015-01-05T17:19:39.190185,11.3518176,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,quickborn,,,0,53.7328945,0,,0,0,,0,0,0,Quickborn,2015-01-05T17:19:39.938595,9.9029286,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,rackwitz,,,0,51.4390092,0,,0,0,,0,0,0,Rackwitz,2015-01-05T17:19:46.819167,12.3714685,,"Dr. Plum, Dr. Rackwitz, Dr. Elsner",,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,ratingen,,,0,51.2973261,0,,0,0,,0,0,0,Ratingen,2015-01-05T17:19:52.330580,6.8493503,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,rheinstetten,,1134,1,48.9714945,0,,0,1,,0.5,0,1,Rheinstetten,2015-01-05T17:19:23.717316,8.2994571,,,1,0,73,35,61,70,18,41,36,82.02247191011235955056179775,49.29577464788732394366197183,85.91549295774647887323943662,81.39534883720930232558139535,20.93023255813953488372093023,82.00,100,74.97211289687432531606143045,58
Stadt,0,ronneburg,,,0,50.8631793,0,,0,0,,0,0,0,Ronneburg,2015-01-05T17:19:38.743132,12.1810132,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Hansestadt,648,rostock,,0,9,54.0924445,1,,0,14,http://opendata-hro.de ,1.8914027149321266,0,221,Rostock,2015-01-05T17:19:25.567128,12.1286127,,OB Ulrich Kunze,323.8076923076923076923076923,192,19,5,1,1,61,3,1,21.34831460674157303370786517,7.042253521126760563380281690,1.408450704225352112676056338,1.162790697674418604651162791,70.93023255813953488372093023,6.00,2.777777777777777777777777778,16.21059664610196957103402201,1
Landeshauptstadt,0,saarbruecken,,,0,49.2343618,0,,0,0,,0,0,0,Saarbrücken,2015-01-05T17:19:41.541421,6.9963794,,OB Charlotte Britz,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,salzgitter,,1134,2,52.1480205,0,,0,3,,0.05555555555555555,0,9,Salzgitter,2015-01-05T17:19:33.544878,10.3489635,,,4,0,55,21,61,52,39,49,36,61.79775280898876404494382022,29.57746478873239436619718310,85.91549295774647887323943662,60.46511627906976744186046512,45.34883720930232558139534884,98.00,100,80.98000456357166114172027852,67
Landeshauptstadt,0,schwerin,,,0,53.6288297,0,,0,0,,0,0,0,Schwerin,2015-01-05T17:19:52.187856,11.4148038,,OB Angelika Gramkow,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,seesen,,,0,51.8905566,0,,0,0,,0,0,0,Seesen,2015-01-05T17:19:44.515261,10.1703902,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,senden,,,0,48.3243749,0,,0,0,,0,0,0,Senden,2015-01-05T17:19:51.762435,10.0468113,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,siegen,,,0,50.8710529,0,,0,0,,0,0,0,Siegen,2015-01-05T17:19:46.248337,8.0162435,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Verbandsgemeinde,0,simmern,,28,1,50.389471,0,,0,5,,0,0,499,Simmern,2015-01-05T17:19:22.483248,7.6734439,,,52413.80,0,6,35,19,39,84,50,36,6.741573033707865168539325843,49.29577464788732394366197183,26.76056338028169014084507042,45.34883720930232558139534884,97.67441860465116279069767442,100,100,81.39557885594203108161113509,71
Stadt,0,spalt,,,0,49.1753302,0,,0,0,,0,0,0,"Spalt, St",2015-01-05T17:19:52.770622,10.9254208,,Bürgermeister Udo Weingart,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Stadt,0,speyer,,1003,1,49.3165553,0.5,,0,8,,1,0,10,Speyer,2015-01-05T17:19:20.005397,8.433615,,,0.5535714285714285714285714286,10,50,35,45,24,13,13,5,56.17977528089887640449438202,49.29577464788732394366197183,63.38028169014084507042253521,27.90697674418604651162790698,15.11627906976744186046511628,26.00,13.88888888888888888888888889,28.09234882044349382324071457,11
Stadt,43,stadt-bottrop,,0,6,51.5710,0,,0,3,,2.032258064516129,0,31,Bottrop,2017-10-16T12:42:55.950446,6.9160,,,69.33333333333333333333333335,31,39,11,1,52,51,1,36,43.82022471910112359550561798,15.49295774647887323943661972,1.408450704225352112676056338,60.46511627906976744186046512,59.30232558139534883720930233,2.00,100,37.94569754560811560825487832,21
Stadt,0,stadt-geldern,,0,1,51.5220,0,,0,0,,1,0,5,Geldern,2017-10-16T15:40:13.394180,6.3106,,,,5,60,35,1,86,86,13,36,67.41573033707865168539325843,49.29577464788732394366197183,1.408450704225352112676056338,100,100,26.00,100,59.67678430131350089630444483,44
Stadt,37,stadt-kleve,,0,6,51.7987,0,,0,2,,1.7872340425531914,0,47,Kleve,2017-10-16T12:43:39.575073,6.1408,,,0,47,36,11,1,58,1,4,36,40.44943820224719101123595506,15.49295774647887323943661972,1.408450704225352112676056338,67.44186046511627906976744186,1.162790697674418604651162791,8.00,100,31.63652587066690885295828529,19
Stadt,85,stadt-wesel,,0,10,51.6698,0.5,,0,10,,1.543956043956044,0,91,Wesel,2017-10-16T15:41:18.186745,6.5872,,,112.7666666666666666666666667,91,27,2,1,20,53,9,5,30.33707865168539325842696629,2.816901408450704225352112676,1.408450704225352112676056338,23.25581395348837209302325581,61.62790697674418604651162791,18.00,13.88888888888888888888888889,23.62972999276616688860428895,6
Stadt,0,striegistal,,,0,51.0081435,0,,0,0,,0,0,0,Striegistal,2015-01-05T17:19:45.436178,13.16886797,,,,0,89,71,71,86,86,50,36,100,100,100,100,100,100,100,100.0000000000000041633363424,89
Landeshauptstadt,2,stuttgart,,1134,3,48.7763511,1,,0,14,,0.2771929824561403,0,285,Stuttgart,2015-01-05T17:19:21.835123,9.1829049,,,485.2087912087912087912087913,0,14,20,61,1,67,47,1,15.73033707865168539325842697,28.16901408450704225352112676,85.91549295774647887323943662,1.162790697674418604651162791,77.90697674418604651162790698,94.00,2.777777777777777777777777778,57.17700066204503015098080931,41
Stadt,0,trier,,28,2,49.7599119,0.5,,0,8,,0,0,50,Trier,2015-01-05T17:19:18.273999,6.6444925,,,263.7142857142857142857142857,8,34,21,19,24,60,50,5,38.20224719101123595505617978,29.57746478873239436619718310,26.76056338028169014084507042,27.90697674418604651162790698,69.76744186046511627906976744,100,13.88888888888888888888888889,61.27536902160867779932589137,47
Stadt,0,uetze,,1134,2,52.4644432,0,,0,1,,0,0,4,Uetze,2015-01-05T17:19:28.602270,10.2025806,,,1,0,62,21,61,70,18,50,36,69.66292134831460674157303371,29.57746478873239436619718310,85.91549295774647887323943662,81.39534883720930232558139535,20.93023255813953488372093023,100,100,79.95024234773680383263101139,62
Verbandsgemeinde,0,verbandsgemeinde-selters-westerwald,,123,1,50.52,0,,0,2,,1,0,28,Verbandsgemeinde Selters (Westerwald),2015-04-16T07:48:39.233937,7.74,,,144.50,28,41,35,43,58,57,13,36,46.06741573033707865168539326,49.29577464788732394366197183,60.56338028169014084507042254,67.44186046511627906976744186,66.27906976744186046511627907,26.00,100,53.81365280788467619531192600,39
Verbandsgemeinde,0,verbandsgemeindealtenkirchenwesterwald,,28,2,50.68765685,0.5,,0,11,,1,0,23,Verbandsgemeinde Altenkirchen (Westerwald),2015-01-05T17:19:29.785824,7.63860730956498,,,42.76363636363636363636363637,23,43,21,19,15,49,13,5,48.31460674157303370786516854,29.57746478873239436619718310,26.76056338028169014084507042,17.44186046511627906976744186,56.97674418604651162790697674,26.00,13.88888888888888888888888889,30.24474451154857695980024665,16
Verbandsgemeinde,0,verbandsgemeindebadhoenningen,,1003,1,50.5157382,0,,0,1,,1,0,1,Verbandsgemeinde Bad Hönningen,2015-01-05T17:19:20.226999,7.3065922,,,1,1,73,35,45,70,18,13,36,82.02247191011235955056179775,49.29577464788732394366197183,63.38028169014084507042253521,81.39534883720930232558139535,20.93023255813953488372093023,26.00,100,51.44535233349404231992302176,34
Verbandsgemeinde,0,verbandsgemeindebadkreuznach,,1003,1,49.8431642,0,,0,6,,1,0,9,Verbandsgemeinde Bad Kreuznach,2015-01-05T17:19:31.859086,7.8657658,,,1.066666666666666666666666667,9,55,35,45,36,34,13,36,61.79775280898876404494382022,49.29577464788732394366197183,63.38028169014084507042253521,41.86046511627906976744186047,39.53488372093023255813953488,26.00,100,50.23683391175377546733938802,30
